Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",balance,Balance,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,bank account nunber,Bank Account,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,cheque date,Cheque Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,cheque number,Cheque Number,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,off,Case Office,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,issued amount,Cheque Amount,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,cashed amnount,Cashed Amount,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,bank location,Bank Location,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,cashed date,Cashed Date,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,mismatch,Mismatch,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Monthly Cashed Mismatch (MI24N-02),Chequ Reconcillition - Monthly Mismatched payments,comments,Comments,No,MIS,High,FASB
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,cheque number,Cheque Number,No,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,cheque date,Cheque Date,No,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,payee name,Payee Name,Case/Plans/MIS Cheque History/MIS Cheque Details,ICM,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,amount,Amount,Case/Plans/MIS Cheque History/ MIS Cheque Details,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,stop req date,Stop Req Date,No,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,current status of cheque,Current Status Of Cheque,No,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,last updt date,Last Update Date,No,MIS,Medium,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,replacement chq no,Replacement Cheque Number,No,MIS,Low,No
FASB Banking,Monthly Report of All Lost or Stolen Cheques - (MI04F-01),Cheques recorded as Lost or Stolen in the month,total lost/stolen chques,Total,No,Report,Medium,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,cheque number,Cheque Number,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,cheque date,Cheque Date,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,off,Case Office,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,amount,Cheque Amount,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,stop pay req date,Stop Pay Request Date,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,sta,Status,No,MIS,Medium,MIS
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued As of Month End (MI93T-01),Outstanding- non cashed chques at end of month,outstanding cheques,Outstanding Cheques,No,Report,Medium,FASB
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,cheque number,Cheque Number,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,cheque date,Cheque Date,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,off,Case office,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,amount,Cheque Amount,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,stop pay req date,Stop Pay Request Date,No,MIS,Low,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,sta,Status,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,outstanding cheques,Outstanding Cheques,No,Report,Medium,No
FASB Banking,Cheque Reconciliation - Outstanding List for Cheques Issued Over 210 Days Ago (MI93S-02),Outstanding payment issued over 210 days,stop payments,Stop Payments,No,Report,Medium,No
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,bank account,Bank Account,No,MIS,Medium,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,0-30,0-30,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,31-60,31-60,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,61-90,61-90,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,91-120,91-120,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,121-150,121-150,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,151-180,151-180,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,181-210,181-210,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,over 210,Over 210,No,MIS,High,FASB
FASB Banking,MIS Report of Uncleared Cheques (MI93S-01),Report of Uncleared Cheque Payments,total,Total,No,Report,Medium,No
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),cheque number,Cheque Number,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),cheque date,Cheque Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),off,Case office,Case/Case View Screen,ICM,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),file id,Legacy ID,No,ICM,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),amount,Cheque Amount,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),stop pay req date,Stop Pay Request Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),sta,Status,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),outstanding cheques,Outstanding Cheques,No,Report,Medium,FASB
FASB Banking,Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),Cheque Reconciliation - List of Imprest Cheques Issued (MI93R-01),stop payments,Stop Payments,No,Report,Medium,FASB
FASB Banking,Cheque Reconciliation Reversal Cross Reference Control Report (MI04O-99),Control Totals Report,input totals,Input Totals,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversal Cross Reference Control Report (MI04O-99),Control Totals Report,input file count,Input File Count,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversal Cross Reference Control Report (MI04O-99),Control Totals Report,output totals,Output Totals,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversal Cross Reference Control Report (MI04O-99),Control Totals Report,output file count,Output File Count,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversal Cross Reference Control Report (MI04O-99),Control Totals Report,records sent to vm,Records Sent To Vm,No,MIS,High,FASB
ISD Data Stewards,CASES AUTOCLOSED DURING CHEQUE RUN,Case Auto Closed during cheque run,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
ISD Data Stewards,CASES AUTOCLOSED DURING CHEQUE RUN,Case Auto Closed during cheque run,closed date,Closed Date,Case/Case View Screen,ICM,Low,No
ISD Data Stewards,CASES AUTOCLOSED DURING CHEQUE RUN,Case Auto Closed during cheque run,closed code,Closed Code,Case/Case View Screen,ICM,Medium,No
ISD Data Stewards,CASES AUTOCLOSED DURING CHEQUE RUN,Case Auto Closed during cheque run,description,Close Reason,Case/Case View Screen,ICM,Low,No
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",monthly allowances (list of benefits),Monthly Allowances,Back End Data,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",Subtotal,Subtotal,No,Report,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",director authorized allowances (list of benefits),Director Authorized Allowances (List Of Benefits),Back End Data,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",Subtotal,Subtotal,No,Report,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ7 (MI210-03),"Monthly Summary of GAIN Amount Issue- 
Product paid Product Code. Summary of Number of Computer payment to Client, supplier, trustee, and total amount of payments, total Records 
",one-time allowances (list of benefits),One-Time Allowance,Back End Data,MIS,High,FASB
